Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:04 EDT
"Nutrient data for: REAL MIXED BERRIES DIPPED IN SILKY SMOOTH DARK CHOCOLATE, UPC: 040000516309"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"8.0 PIECES) | (ABOUT = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,140,500
"Protein",g,--,--,1.00,3.57
"Total lipid (fat)",g,--,--,6.00,21.43
"Carbohydrate, by difference",g,--,--,19.00,67.86
"Fiber, total dietary",g,--,--,1.0,3.6
"Sugars, total",g,--,--,16.00,57.14
"Sugars, added",g,--,--,14.0,50.0
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.70,2.50
"Sodium, Na",mg,--,--,5,18
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,4.001,14.290
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,5,18
Amino Acids
Other
Ingredients
"SWEET CHOCOLATE (SUGAR, CHOCOLATE, CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, MILKFAT, SKIM MILK, LACTOSE, SOY LECITHIN, ARTIFICIAL AND NATURAL FLAVORS), DRIED CRANBERRIES (CRANBERRIES, SUGAR), DRIED BLUEBERRIES (BLUEBERRIES, SUGAR), DRIED STRAWBERRIES (STRAWBERRIES, SUGAR, CITRIC ACID, NATURAL FLAVOR, ASCORBIC ACID TO MAINTAIN COLOR), CONFECTIONERY GLAZE, CORN SYRUP, MALTODEXTRIN." Date available: 03/10/2018 Date last updated by company: 03/10/2018
