Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:37 EDT
"Nutrient data for: NABISCO TRISCUIT CRACKERS COCONUT TOASTED 1X9 OZ, UNPREPARED, GTIN: 00044000042318"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"6.0 crackers (28g) = 28.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,3.00,10.71
"Total lipid (fat)",g,--,--,4.00,14.29
"Carbohydrate, by difference",g,--,--,20.00,71.43
"Fiber, total dietary",g,--,--,3.0,10.7
"Sugars, total",g,--,--,1.00,3.57
Minerals
"Calcium, Ca",mg,--,--,10,36
"Iron, Fe",mg,--,--,1.37,4.89
"Phosphorus, P",mg,--,--,102,365
"Potassium, K",mg,--,--,115,411
"Sodium, Na",mg,--,--,160,571
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,1.1,3.9
Lipids
"Fatty acids, total saturated",g,--,--,1.000,3.570
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"INGREDIENTS:  WHOLE GRAIN WHEAT, VEGETABLE OIL (SOYBEAN OR CANOLA OIL), POWDERED SUGAR, SEA SALT, DRIED COCONUT, BROWN SUGAR, NATURAL FLAVOR, TOASTED COCONUT, CITRIC ACID, BUTTERMILK, LACTOSE, NONFAT MILK, WHEY PROTEIN CONCENTRATE, LACTIC ACID, SODIUM METABISULFITE (TO PROTECT COLOR)." Date available: 01/17/2018 Date last updated by company: 01/17/2018
