Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:15 EDT
"Nutrient data for: VEGGIE BOWL SUPERFOODS, UPC: 087427431921"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BOWL = 283.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,371,131
"Protein",g,--,--,17.01,6.01
"Total lipid (fat)",g,--,--,9.00,3.18
"Carbohydrate, by difference",g,--,--,59.01,20.85
"Fiber, total dietary",g,--,--,11.0,3.9
"Sugars, total",g,--,--,6.00,2.12
Minerals
"Calcium, Ca",mg,--,--,150,53
"Iron, Fe",mg,--,--,6.31,2.23
"Sodium, Na",mg,--,--,580,205
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,90.0,31.8
"Vitamin A, IU",IU,--,--,5001,1767
Lipids
"Fatty acids, total saturated",g,--,--,1.500,0.530
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"BEAN MIX: ORGANIC BLACK BEANS COOKED IN WATER, ORGANIC TOMATOES IN JUICE WITH CITRIC ACID AND CALCIUM CHLORIDE, ORGANIC SWEET CORN, 1% OR LESS OF EACH OF: ORGANIC GARLIC, ORGANIC CHIPOTLE PEPPER, ORGANIC SPICES, SEA SALT. QUINOA MIX: ORGANIC QUINOA COOKED IN WATER, ORGANIC KALE, ORGANIC CARROTS, ORGANIC ONION, ORGANIC SUNFLOWER SEEDS, 1% OR LESS OF EACH OF: ORGANIC GARLIC, ORGANIC SPICES, ORGANIC DRY ONION, SEA SALT. SAUCE: ORGANIC TOMATOES IN JUICE WITH CITRIC ACID AND CALCIUM CHLORIDE, ORGANIC SOYBEAN OIL, WATER, ORGANIC RED BELL PEPPER POWDER, ORGANIC SUGAR, ORGANIC GARLIC, 1% OR LESS OF EACH OF: ORGANIC DRY ONION, ORGANIC SPICES, SEA SALT." Date available: 05/19/2018 Date last updated by company: 05/19/2018
