Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:00 EDT
"Nutrient data for: AJINOMOTO, COOK DO, PREMIXED SAUCE, UPC: 071757060098"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 Tbsp = 30.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,60,200
"Protein",g,--,--,2.00,6.67
"Total lipid (fat)",g,--,--,4.50,15.00
"Carbohydrate, by difference",g,--,--,4.00,13.33
"Fiber, total dietary",g,--,--,1.0,3.3
"Sugars, total",g,--,--,3.00,10.00
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,790,2633
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,100,333
Lipids
"Fatty acids, total saturated",g,--,--,0.501,1.670
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER, SOY SAUCE (WATER, WHEAT, SYBEANS, SALT), SOYBEAN OIL, CHILI PASTE (CHILI PEPPER, BROAD BEAN, SLAT, WHEAT), SUGAR, SHREDDED FERMENTED BLACK BEANS (BLACK BEAN, SALT), SWEET SAUCE (MISO, SUGAR, SOY SAUCE), HIGH FRUCTOSE CORN SYRUP, GARLIC, MAONOSODIUM GLUTAMATE, MODIFIED CORN STARCH, CHICKEN BROTH, PORK EXTRACT, GINGER, XANTHAN GUM, CHINESE PEPPER, FERMENTED WHEAT PROTEIN, YEAST EXTRACT, MALTODEXTRIN" Date available: 12/25/2017 Date last updated by company: 12/25/2017
