Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:42 EDT
"Nutrient data for: FRUIT BARS, UPC: 02362755123"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BAR = 118.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,90,76
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,24.00,20.34
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,23.00,19.49
"Sugars, added",g,--,--,21.9,18.6
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,0,0
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"STRAWBERRIES, WATER, CANE SUGAR, NATURAL STABILIZERS (GUAR GUM, CAROB BEAN GUM, CARRAGEENAN), CITRIC ACID." Date available: 05/14/2018 Date last updated by company: 05/14/2018
