Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:53 EDT
"Nutrient data for: WHOLE KERNEL GOLDEN CORN, UPC: 072273433106"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.5 cup = 125.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,70,56
"Protein",g,--,--,2.00,1.60
"Total lipid (fat)",g,--,--,1.00,0.80
"Carbohydrate, by difference",g,--,--,13.00,10.40
"Fiber, total dietary",g,--,--,2.0,1.6
"Sugars, total",g,--,--,6.00,4.80
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.40,0.32
"Sodium, Na",mg,--,--,10,8
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"CORN, WATER." Date available: 01/19/2018 Date last updated by company: 01/19/2018
