Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:08 EDT
"Nutrient data for: CAKE & ICE CREAM, UPC: 041483032843"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.5 cup = 70.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,180,257
"Protein",g,--,--,2.00,2.86
"Total lipid (fat)",g,--,--,9.00,12.86
"Carbohydrate, by difference",g,--,--,24.00,34.29
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,17.00,24.29
Minerals
"Calcium, Ca",mg,--,--,60,86
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,50,71
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,300,429
Lipids
"Fatty acids, total saturated",g,--,--,4.998,7.140
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,35,50
Amino Acids
Other
Ingredients
"MILKFAT AND NONFAT MILK, CAKE PIECES (SUGAR, WHEAT FLOUR, EGGS, MARGARINE [SOYBEAN AND PALM OIL, WATER, SALT, MONO AND DIGLYCERIDES, SOY LECITHIN, NATURAL FLAVOR {MILK}, ANNATTO {COLOR}, VITAMIN A PALMITATE], CORNSTARCH, NATURAL FLAVOR, SOY LECITHIN, SALT), SUGAR, VANILLA FROSTING BASE (CORN SYRUP, WATER, SUGAR, NATURAL AND ARTIFICIAL FLAVOR, SODIUM CITRATE, CITRIC ACID), CANDY CHIPS (SUGAR, COCONUT OIL, SOYBEAN OIL, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, RED 40, BLUE 1), CORN SYRUP, MALTODEXTRIN, MONO & DIGLYCERIDES, CAROB BEAN GUM, CELLULOSE GUM, CARRAGEENAN." Date available: 07/14/2017 Date last updated by company: 07/14/2017
