Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:55 EDT
"Nutrient data for: NATURAL 100% WHEY PROTEIN* POWDER, UPC: 844334001360"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 HEAPING SCOOP = 31.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,110,355
"Protein",g,--,--,20.00,64.52
"Total lipid (fat)",g,--,--,1.50,4.84
"Carbohydrate, by difference",g,--,--,6.00,19.35
"Fiber, total dietary",g,--,--,3.0,9.7
"Sugars, total",g,--,--,2.00,6.45
Minerals
"Calcium, Ca",mg,--,--,200,645
"Magnesium, Mg",mg,--,--,100,323
"Phosphorus, P",mg,--,--,280,903
"Potassium, K",mg,--,--,100,323
"Sodium, Na",mg,--,--,90,290
"Zinc, Zn",mg,--,--,5.25,16.94
Vitamins
"Thiamin",mg,--,--,1.550,5.000
"Riboflavin",mg,--,--,1.700,5.484
"Pantothenic acid",mg,--,--,10.000,32.258
"Vitamin B-6",mg,--,--,2.000,6.452
"Vitamin D",IU,--,--,200,645
Lipids
"Fatty acids, total saturated",g,--,--,1.001,3.230
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,55,177
Amino Acids
Other
Ingredients
"DESIGNER WHEY FULL SPECTRUM PEPTIDES: (GMO-FREE & RBGH-FREE WHEY PROTEIN CONCENTRATE, GMO-FREE & RBGH-FREE WHEY PROTEIN ISOLATE, L-GLUTAMINE, L-LEUCINE, TAURINE, L-PHENYLALANINE), DIGESTIVE HEALTH BLEND: [GMO-FREE PREBIOTIC VEGETABLE FIBER*, PROBIOTICS: (LACTOBACILLUS ACIDOPHILUS, B. LONGUM, L. PLANTARUM), VEGETARIAN PROTEASE ENZYMES], NATURAL FLAVORS, SUNFLOWER LECITHIN, ELECTROLYTE BLEND: (CALCIUM PHOSPHATE, MAGNESIUM OXIDE), BEET POWDER, CITRIC ACID, ADIPIC ACID, DRIED CREAM EXTRACT, B-VITAMIN BLEND: (CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, THIAMIN MONONITRATE, RIBOFLAVIN) ZINC GLUCONATE, XANTHAN GUM, SODIUM ALGINATE, STEVIA LEAF EXTRACT, MONK FRUIT, MIXED TOCOPHEROLS, VITAMIN D3 (CHOLECALCIFEROL)." Date available: 06/07/2018 Date last updated by company: 06/07/2018
