Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:21 EDT
"Nutrient data for: Quaker Chewy Dipps Chocolate Chip Granola Bars (20 - 1.09 Ounce) 21.8 Ounces 20 Count Plastic Bags, UNPREPARED, GTIN: 00030000318355"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 bar (31 g) = 31.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,1.17,3.78
"Total lipid (fat)",g,--,--,5.22,16.83
"Carbohydrate, by difference",g,--,--,22.72,73.30
"Fiber, total dietary",g,--,--,1.0,3.1
"Sugars, total",g,--,--,13.64,44.01
Minerals
"Calcium, Ca",mg,--,--,16,51
"Iron, Fe",mg,--,--,0.70,2.25
"Sodium, Na",mg,--,--,79,255
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,2,6
Lipids
"Fatty acids, total saturated",g,--,--,3.856,12.440
"Fatty acids, total monounsaturated",g,--,--,0.750,2.420
"Fatty acids, total polyunsaturated",g,--,--,0.422,1.360
"Fatty acids, total trans",g,--,--,0.015,0.050
"Cholesterol",mg,--,--,1,2
Amino Acids
Other
Ingredients
"GRANOLA (WHOLE GRAIN ROLLED OATS, BROWN SUGAR, BROWN RICE CRISP [WHOLE GRAIN BROWN RICE FLOUR, SUGAR, SALT], WHOLE GRAIN ROLLED WHEAT, SOYBEAN OIL, WHOLE WHEAT FLOUR, SODIUM BICARBONATE, SOY LECITHIN, NONFAT DRY MILK), SUGAR, HYDROGENATED VEGETABLE OIL BLEND (PALM KERNEL AND PALM OIL), BROWN RICE CRISP (WHOLE GRAIN BROWN RICE FLOUR, SUGAR, SALT), CORN SYRUP, INVERT SUGAR, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT), WHEY, BROWN SUGAR, CORN SYRUP SOLIDS, GLYCERIN, LACTOSE, VEGETABLE SHORTENING (MONOUNSATURATED CANOLA OIL, PALM OIL, PALM KERNEL OIL), COCOA POWDER, COCOA (PROCESSED WITH ALKALI), SORBITOL, SOY LECITHIN, MILK FAT, SALT, GLYCERYL LACTO ESTERS OF FATTY ACIDS, WATER, NATURAL AND ARTIFICIAL FLAVOR, SOYBEAN OIL, BHT (PRESERVATIVE), CITRIC ACID." Date available: 05/14/2018 Date last updated by company: 05/14/2018
