Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:55 EDT
"Nutrient data for: PREMIUM CULTURED SOFT CHEESE, UPC: 017077205160"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 Tbsp = 30.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,25,83
"Protein",g,--,--,3.00,10.00
"Total lipid (fat)",g,--,--,1.00,3.33
"Carbohydrate, by difference",g,--,--,2.00,6.67
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,1.00,3.33
Minerals
"Calcium, Ca",mg,--,--,100,333
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,10,33
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,300,1000
Lipids
"Fatty acids, total saturated",g,--,--,0.501,1.670
"Cholesterol",mg,--,--,5,17
Amino Acids
Other
Ingredients
"CULTURED PASTEURIZED GRADE A 1% LOW FAT MILK." Date available: 01/19/2018 Date last updated by company: 01/19/2018
