Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:39 EDT
"Nutrient data for: CHIPS AHOY! COOKIES OREO CREME 1X9.600 OZ, UNPREPARED, GTIN: 00044000036287"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 cookies (31g) = 31.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,1.00,3.23
"Total lipid (fat)",g,--,--,7.00,22.58
"Carbohydrate, by difference",g,--,--,21.00,67.74
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,13.00,41.94
Minerals
"Calcium, Ca",mg,--,--,6,20
"Iron, Fe",mg,--,--,0.65,2.10
"Potassium, K",mg,--,--,50,161
"Sodium, Na",mg,--,--,110,355
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
Lipids
"Fatty acids, total saturated",g,--,--,3.999,12.900
"Fatty acids, total monounsaturated",g,--,--,2.000,6.450
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SUGAR, PALM OIL, INVERT SUGAR, SUGAR, COCONUT OIL, PALM KERNEL OIL, SOYBEAN OIL, COCOA (PROCESSED WITH ALKALI), CORNSTARCH, WHEY (FROM MILK), LEAVENING (BAKING SODA, AMMONIUM PHOSPHATE), SALT, NONFAT MILK SOLIDS, SOY LECITHIN, NATURAL FLAVOR, ARTIFICIAL FLAVOR." Date available: 11/10/2017 Date last updated by company: 08/21/2017
