Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:18 EDT
"Nutrient data for: ASSORTED SALTWATER TAFFY, UPC: 041497469468"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"7.0 PCS = 42.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,160,381
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,2.00,4.76
"Carbohydrate, by difference",g,--,--,38.00,90.48
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,23.00,54.76
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,60,143
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.499,3.570
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"CORN SYRUP, SUGAR, COCONUT OIL, CONTAINS 1% OR LESS OF: EGG WHITES, NATURAL AND ARTIFICIAL FLAVORS, SALT, MALIC ACID, YELLOW 5, RED 40, BLUE 1, RED 3, YELLOW 6, CARAMEL COLOR, BLUE 2 LAKE, YELLOW 6 LAKE, RED 40 LAKE, TITANIUM DIOXIDE (COLOR), SOY LECITHIN (EMULSIFIER)." Date available: 05/03/2018 Date last updated by company: 05/03/2018
