Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:51 EDT
"Nutrient data for: TOTINOS PIZZA STICKS PEPPERONI, UNPREPARED, GTIN: 00042800477163"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 pizza stick (58g) = 58.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,5.00,8.62
"Total lipid (fat)",g,--,--,6.00,10.34
"Carbohydrate, by difference",g,--,--,17.00,29.31
"Fiber, total dietary",g,--,--,1.0,1.7
"Sugars, total",g,--,--,1.00,1.72
Minerals
"Calcium, Ca",mg,--,--,20,34
"Iron, Fe",mg,--,--,0.72,1.24
"Sodium, Na",mg,--,--,330,569
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,100,172
Lipids
"Fatty acids, total saturated",g,--,--,1.502,2.590
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,5,9
Amino Acids
Other
Ingredients
"ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TOMATO PUREE (WATER, TOMATO PASTE), WATER, DICED PEPPERONI (PORK, SALT, DEXTROSE, LACTIC ACID STARTER CULTURE, SPICE, OLEORESIN OF PAPRIKA, GARLIC POWDER, SODIUM ASCORBATE, FLAVORING, SODIUM NITRITE. BHA, BHT AND CITRIC ACID ADDED TO PRESERVE FRESHNESS), IMITATION MOZZARELLA CHEESE (WATER, PALM OIL, RENNET CASEIN, MODIFIED CORN STARCH, SOYBEAN OIL, POTATO STARCH, CELLULOSE POWDER, VITAL WHEAT GLUTEN, SALT, SODIUM ALUMINUM PHOSPHATE, POTASSIUM CHLORIDE, CITRIC ACID, POTASSIUM SORBATE [PRESERVATIVE], SODIUM CITRATE, TITANIUM DIOXIDE [ARTIFICIAL COLOR], SODIUM PHOSPHATE, MALTODEXTRIN, MAGNESIUM OXIDE, ZINC OXIDE, VITAMIN A PALMITATE, RIBOFLAVIN, VITAMIN B12), CANOLA OIL. CONTAINS 2% OR LESS OF: MODIFIED CORN STARCH, REHYDRATED PASTEURIZED PROCESS NONFAT MOZZARELLA CHEESE (WATER, NONFAT MILK, CHEESE CULTURES, SALT, ENZYMES, CITRIC ACID, VITAMIN A PALMITATE, VITAMIN B6, SODIUM ALUMINUM PHOSPHATE, SODIUM CITRATE, SODIUM PHOSPHATE), SALT, DRIED ONION, DOUGH CONDITIONER (DRY YEAST, SORBITAN MONOSTEARATE,  ASCORBIC ACID), DEXTROSE, SUGAR, SPICE, MONOCALCIUM PHOSPHATE, METHYLCELLULOSE, BAKING SODA, REHYDRATED ENZYME MODIFIED CHEESE (WATER, MILK, CHEESE CULTURES, SALT, ENZYMES), GUM ARABIC, NATURAL FLAVOR, ENZYMES." Date available: 04/26/2018 Date last updated by company: 02/18/2018
