Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:15 EDT
"Nutrient data for: J-LEK, THAI SWEET CHILI SAUCE, UPC: 8854692002123"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 Tbsp = 30.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,60,200
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,16.00,53.33
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,14.00,46.67
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,460,1533
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER, SUGAR, PICKLED CHILI (RED CHILI, SALT, ACETIC ACID), GARLIC, MODIFIED TAPIOCA STARCH, ACETIC ACID, SALT, GARLIC FLAVOR, XANTHAN GUM, PAPRIKA EXTRACT" Date available: 01/09/2018 Date last updated by company: 01/09/2018
