Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:24 EDT
"Nutrient data for: SNICKER DOODLE HOMEMADE COOKIES, UPC: 856202007039"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 EACH = 60.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,288,480
"Protein",g,--,--,3.00,5.00
"Total lipid (fat)",g,--,--,15.00,25.00
"Carbohydrate, by difference",g,--,--,36.00,60.00
"Fiber, total dietary",g,--,--,1.0,1.7
"Sugars, total",g,--,--,22.00,36.67
Minerals
"Calcium, Ca",mg,--,--,10,17
"Iron, Fe",mg,--,--,0.90,1.50
"Sodium, Na",mg,--,--,260,433
Vitamins
"Vitamin A, IU",IU,--,--,50,83
Lipids
"Fatty acids, total saturated",g,--,--,4.002,6.670
"Fatty acids, total trans",g,--,--,1.998,3.330
"Cholesterol",mg,--,--,30,50
Amino Acids
Other
Ingredients
"GOUND CINNAMON VANILLA (WATER, CARAMEL COLOR, ARTIFICIAL FLAVOR, CITRIC ACID, SODIUM BENZOATE, A PRESERVATIVE) WHITE SUGAR, BROWN SUGAR (SUGAR, MOLASSES) WHOLE EGGS, FLOUR (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE (VITAMIN B), RIBOFLAVIN (VITAMIN B2), (FOLIC ACID), BAKING SODA (SODIUM BICARBONATE), SALT SALT, CALCIUM SILICATE, DEXTROSE, POTASSIUM IODIDE), ALL VEGETABLE SHORTENING (PARTIALLY HYDROGENATED SOYBEAN AND COTTONSEED OILS, MONO AND DIGLYCERIDES)." Date available: 06/01/2018 Date last updated by company: 06/01/2018
