Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:43 EDT
"Nutrient data for: CINNAMON SWIRL BREAD WITH RAISINS, UPC: 071330026510"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SLICE = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,80,286
"Protein",g,--,--,2.00,7.14
"Total lipid (fat)",g,--,--,1.00,3.57
"Carbohydrate, by difference",g,--,--,17.00,60.71
"Fiber, total dietary",g,--,--,1.0,3.6
"Sugars, total",g,--,--,5.00,17.86
"Sugars, added",g,--,--,2.0,7.1
Minerals
"Calcium, Ca",mg,--,--,10,36
"Iron, Fe",mg,--,--,0.90,3.21
"Potassium, K",mg,--,--,60,214
"Sodium, Na",mg,--,--,105,375
Vitamins
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.060,0.214
"Niacin",mg,--,--,0.800,2.857
"Folic acid",µg,--,--,22,79
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total monounsaturated",g,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, YEAST, SUGAR, CONTAINS LESS THAN 2% OF EACH OF THE FOLLOWING: SOYBEAN OIL, WHEAT GLUTEN, CINNAMON, PALM KERNEL AND PALM OIL, SALT, WHEAT FLOUR, CARAMEL COLOR WITH SULFITES, RAISIN JUICE CONCENTRATE, DATEM, VINEGAR, FRACTIONATED PALM KERNEL OIL, NATURAL FLAVOR, MONOGLYCERIDES, DEXTROSE, SOY LECITHIN, ENZYMES, CALCIUM SULFATE, ASCORBIC ACID (DOUGH CONDITIONER), HIGH OLEIC SUNFLOWER OIL, ETHYL ALCOHOL." Date available: 05/05/2018 Date last updated by company: 05/05/2018
