Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:41 EDT
"Nutrient data for: EXTRA SMALL WHOLE ARTICHOKE HEARTS, UPC: 041303042373"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"6.0 PIECES = 130.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,46,35
"Protein",g,--,--,3.00,2.31
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,9.00,6.92
"Fiber, total dietary",g,--,--,4.0,3.1
"Sugars, total",g,--,--,4.00,3.08
Minerals
"Calcium, Ca",mg,--,--,34,26
"Iron, Fe",mg,--,--,1.00,0.77
"Potassium, K",mg,--,--,289,222
"Sodium, Na",mg,--,--,374,288
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,9.0,6.9
"Vitamin A, IU",IU,--,--,100,77
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
Amino Acids
Other
Ingredients
"ARTICHOKE HEARTS, WATER, SALT, CITRIC ACID." Date available: 05/03/2018 Date last updated by company: 05/03/2018
