Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:10 EDT
"Nutrient data for: ORIGINAL DARK CHOCOLATE, UPC: 078028000852"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"6.0 PIECES = 38.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,210,553
"Protein",g,--,--,2.00,5.26
"Total lipid (fat)",g,--,--,14.00,36.84
"Carbohydrate, by difference",g,--,--,25.00,65.79
"Fiber, total dietary",g,--,--,2.0,5.3
"Sugars, total",g,--,--,21.00,55.26
Minerals
"Calcium, Ca",mg,--,--,40,105
"Iron, Fe",mg,--,--,1.80,4.74
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,7.999,21.050
"Cholesterol",mg,--,--,5,13
Amino Acids
Other
Ingredients
"SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN (AN EMULSIFIER), VANILLA, WHOLE MILK POWDER, MILK FAT, COCONUT OIL, PEPPERMINT OIL, BLUE 1 LAKE, YELLOW 5 LAKE." Date available: 07/14/2017 Date last updated by company: 07/14/2017
