Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:00 EDT
"Nutrient data for: TORTILLA CHIPS, UPC: 891760002379"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"10.0 CHIPS | ABOUT = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,140,500
"Protein",g,--,--,2.00,7.14
"Total lipid (fat)",g,--,--,7.00,25.00
"Carbohydrate, by difference",g,--,--,17.00,60.71
"Fiber, total dietary",g,--,--,2.0,7.1
"Sugars, total",g,--,--,1.00,3.57
Minerals
"Calcium, Ca",mg,--,--,20,71
"Iron, Fe",mg,--,--,0.36,1.29
"Sodium, Na",mg,--,--,160,571
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.000,3.570
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"GROUND CORN, EXPELLER-PRESSED CANOLA OIL, ORGANIC BUTTERMILK, SEA SALT, ORGANIC CHEDDAR CHEESE (ORGANIC MILK, CULTURES, SALT, ENZYMES), ORGANIC WHEY, CANE SUGAR, YEAST EXTRACT, ONION POWDER, SPICES, TOMATO POWDER, GARLIC POWDER, NATURAL FLAVOR, LACTIC ACID, ORGANIC WHITE DISTILLED VINEGAR, CITRIC ACID, ORGANIC SKIM MILK" Date available: 07/14/2017 Date last updated by company: 07/14/2017
