Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 23:32 EDT
"Nutrient data for: PEANUT BRITTLE CRUNCH, UPC: 018894271932"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 Tbsp = 26.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,149,573
"Protein",g,--,--,2.00,7.69
"Total lipid (fat)",g,--,--,7.00,26.92
"Carbohydrate, by difference",g,--,--,21.00,80.77
"Fiber, total dietary",g,--,--,1.0,3.8
"Sugars, total",g,--,--,15.00,57.69
"Sugars, added",g,--,--,14.0,53.8
Minerals
"Calcium, Ca",mg,--,--,1,4
"Iron, Fe",mg,--,--,2.00,7.69
"Potassium, K",mg,--,--,49,188
"Sodium, Na",mg,--,--,130,500
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.001,3.850
"Fatty acids, total trans",g,--,--,0.801,3.080
"Cholesterol",mg,--,--,4,15
Amino Acids
Other
Ingredients
"SUGAR, DRY-ROASTED PEANUTS, NATURAL & ARTIFICIAL FLAVORS, COATED WITH ANNATO & TURMERIC." Date available: 05/14/2018 Date last updated by company: 05/14/2018
