Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 23:32 EDT
"Nutrient data for: VEGGIE MASH, UPC: 011140108839"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.333 CUP DRY, ABOUT 2/3 CUP PREPARED | ABOUT = 27.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,100,370
"Protein",g,--,--,2.00,7.41
"Total lipid (fat)",g,--,--,1.50,5.56
"Carbohydrate, by difference",g,--,--,19.00,70.37
"Fiber, total dietary",g,--,--,2.0,7.4
"Sugars, total",g,--,--,1.00,3.70
Minerals
"Calcium, Ca",mg,--,--,20,74
"Iron, Fe",mg,--,--,0.40,1.48
"Potassium, K",mg,--,--,360,1333
"Sodium, Na",mg,--,--,340,1259
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.999,3.700
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"POTATOES, CAULIFLOWER, PALM OIL, SALT, CONTAINS 2% OR LESS OF: MALTODEXTRIN, CORN SYRUP SOLIDS, NATURAL FLAVORS (MILK), SPICES, ONION POWDER, BUTTER (CREAM, SALT), BUTTERMILK, MONO AND DIGLYCERIDES, YEAST EXTRACT, CANOLA OIL, SODIUM CASEINATE, ARTIFICIAL COLOR, DIPOTASSIUM PHOSPHATE, FRESHNESS PRESERVED WITH: SODIUM BISULFITE, SODIUM ACID PYROPHOSPHATE, CITRIC ACID, BHA, AND BHT." Date available: 06/01/2018 Date last updated by company: 06/01/2018
