Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:56 EDT
"Nutrient data for: SWEET POTATO MINI PIE BITES, UPC: 078742248356"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"5.0 PIES WITH 3.25G ICING EACH = 123.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,419,341
"Protein",g,--,--,5.01,4.07
"Total lipid (fat)",g,--,--,19.00,15.45
"Carbohydrate, by difference",g,--,--,57.00,46.34
"Fiber, total dietary",g,--,--,1.0,0.8
"Sugars, total",g,--,--,27.00,21.95
"Sugars, added",g,--,--,24.0,19.5
Minerals
"Calcium, Ca",mg,--,--,48,39
"Iron, Fe",mg,--,--,2.00,1.63
"Potassium, K",mg,--,--,121,98
"Sodium, Na",mg,--,--,290,236
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,7.995,6.500
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,20,16
Amino Acids
Other
Ingredients
"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SWEET POTATO PUREE, LARD, HIGH FRUCTOSE CORN SYRUP, VEGETABLE SHORTENING (SOYBEAN OIL AND PALM OIL), BROWN SUGAR, BUTTER, SUGAR, WHEY, MODIFIED FOOD STARCH, NONFAT DRY MILK, EGGS, SALT, NATURAL AND ARTIFICIAL FLAVORS, SPICE, PALM OIL WITH SOY LECITHIN, SODIUM BICARBONATE, DOUGH CONDITIONER (CALCIUM SULFATE, SODIUM METABISULFITE, CALCIUM PHOSPHATE). ICING PACKET: ICING SUGAR (SUGAR, CORNSTARCH), WATER, VEGETABLE SHORTENING (PALM OIL, SOYBEAN OIL, MONO AND DIGLYCERIDES, POLYSORBATE 60, TBHQ, CITRIC ACID [ADDED TO PROTECT FLAVOR]), NONFAT DRY MILK, HIGH FRUCTOSE CORN SYRUP, DEXTROSE, MONO AND DIGLYCERIDES, NATURAL AND ARTIFICIAL FLAVORS, POTASSIUM SORBATE (AS A PRESERVATIVE), POLYSORBATE 60, XANTHAN GUM." Date available: 11/04/2017 Date last updated by company: 11/04/2017
