Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:56 EDT
"Nutrient data for: CLUB WHEAT BREAD, UPC: 071330603100"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SLICE = 31.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,80,258
"Protein",g,--,--,3.00,9.68
"Total lipid (fat)",g,--,--,1.00,3.23
"Carbohydrate, by difference",g,--,--,15.00,48.39
"Fiber, total dietary",g,--,--,1.0,3.2
"Sugars, total",g,--,--,1.00,3.23
"Sugars, added",g,--,--,1.0,3.2
Minerals
"Calcium, Ca",mg,--,--,40,129
"Iron, Fe",mg,--,--,0.80,2.58
"Potassium, K",mg,--,--,40,129
"Sodium, Na",mg,--,--,150,484
Vitamins
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.100,0.323
"Niacin",mg,--,--,1.100,3.548
"Folic acid",µg,--,--,20,65
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total monounsaturated",g,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, WHOLE WHEAT FLOUR, SUGAR, YEAST, WHEAT GLUTEN, SOYBEAN OIL, SALT, CARAMEL COLOR, CALCIUM PROPIONATE (PRESERVATIVE), MONOGLYCERIDES, DATEM, CALCIUM SULFATE, SOY LECITHIN, CITRIC ACID, POTASSIUM IODATE." Date available: 05/17/2018 Date last updated by company: 05/17/2018
