Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:56 EDT
"Nutrient data for: CLASSIC PESTO, UPC: 041736080010"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.25 cup = 60.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,280,467
"Protein",g,--,--,3.00,5.00
"Total lipid (fat)",g,--,--,28.00,46.67
"Carbohydrate, by difference",g,--,--,4.00,6.67
"Fiber, total dietary",g,--,--,1.0,1.7
"Sugars, total",g,--,--,1.00,1.67
"Sugars, added",g,--,--,1.0,1.7
Minerals
"Calcium, Ca",mg,--,--,80,133
"Iron, Fe",mg,--,--,1.98,3.30
"Sodium, Na",mg,--,--,700,1167
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,4,7
Amino Acids
Other
Ingredients
"BASIL (36%), OLIVE OIL (20%), SUNFLOWER OIL, GRANA PADANO CHEESE (MILK), CASHEW NUTS; EXTRA VIRGIN OLIVE OIL, POTATO FLAKES, SALT, SUGAR, PECORINO ROMANO CHEESE (FROM EWE'S MILK), PINE NUTS, GARLIC, ACIDITY REGULATOR (GLUCONO DELTA LACTONE)." Date available: 02/16/2018 Date last updated by company: 02/16/2018
