Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:49 EDT
"Nutrient data for: Gamesa Marias Vanilla Cookies 4.93 Ounce Plastic Bag, UNPREPARED, GTIN: 00686700101249"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.0  = 29.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,2.00,6.90
"Total lipid (fat)",g,--,--,2.00,6.90
"Carbohydrate, by difference",g,--,--,23.00,79.31
"Fiber, total dietary",g,--,--,1.0,3.4
"Sugars, total",g,--,--,7.00,24.14
Minerals
"Calcium, Ca",mg,--,--,60,207
"Iron, Fe",mg,--,--,1.80,6.21
"Sodium, Na",mg,--,--,190,655
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,300,1034
Lipids
"Fatty acids, total saturated",g,--,--,1.001,3.450
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"Ingredients: Enriched Flour (Wheat Flour, Niacinamide [One of the B Vitamins], Reduced Iron, Thiamin Mononitrate [One of the B Vitamins], Riboflavin [One of the B Vitamins], Folic Acid [One of the B Vitamins]), Brown Sugar, High Fructose Corn Syrup, Palm Oil, Iodized Salt, Leavening Agents (Sodium Bicarbonate, Monocalcium Phosphate, Ammonium Bicarbonate), Skim Milk, Tricalcium Phosphate, Natural and Artificial Flavors, Modified Corn Starch, Milk, Egg, Soy Lecithin, Sodium Metabisulfite, Propylene Glycol Monostearate, Glycerol Monostearate, Zinc Oxide, Iron, Sodium Stearoyl Lactylate, Maltodextrin, Disodium Phosphate, Calcium Sulfate, Guar Gum, Xanthan Gum, Vitamin A Palmitate, Carrageenan, Niacinamide (One of the B Vitamins), Sodium Propionate (Preservative), Sodium Benzoate (Preservative). CONTAINS MILK, EGG, WHEAT AND SOY INGREDIENTS." Date available: 05/21/2018 Date last updated by company: 05/21/2018
