Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:31 EDT
"Nutrient data for: PINES, MIGHTY GREENS SUPERFOOD BLEND, UPC: 043952000162"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 Tbsp = 8.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,30,375
"Protein",g,--,--,2.00,25.00
"Total lipid (fat)",g,--,--,0.50,6.25
"Carbohydrate, by difference",g,--,--,4.00,50.00
"Fiber, total dietary",g,--,--,3.0,37.5
"Sugars, total",g,--,--,1.00,12.50
Minerals
"Calcium, Ca",mg,--,--,40,500
"Iron, Fe",mg,--,--,1.44,18.00
"Magnesium, Mg",mg,--,--,24,300
"Potassium, K",mg,--,--,200,2500
"Sodium, Na",mg,--,--,10,125
"Manganese, Mn",mg,--,--,1.440,18.000
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,4.8,60.0
"Riboflavin",mg,--,--,0.255,3.188
"Vitamin B-6",mg,--,--,0.200,2.500
"Vitamin A, IU",IU,--,--,1000,12500
"Vitamin K (phylloquinone)",µg,--,--,28.0,350.0
Lipids
Amino Acids
Other
Ingredients
"ORGANIC WHEATGRASS, ORGANIC ALFALFA LEAF, ORGANIC HEMP PROTEIN, ORGANIC REBAUDIOSIDE A (STEVIA)." Date available: 06/12/2018 Date last updated by company: 06/12/2018
