Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:37 EDT
"Nutrient data for: EUROPEAN STYLE HOT OR COLD CEREAL MUESLI, UPC: 039978003690"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 CONTAINER = 60.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,240,400
"Protein",g,--,--,7.00,11.67
"Total lipid (fat)",g,--,--,6.00,10.00
"Carbohydrate, by difference",g,--,--,45.00,75.00
"Fiber, total dietary",g,--,--,5.0,8.3
"Sugars, total",g,--,--,8.00,13.33
"Sugars, added",g,--,--,2.0,3.3
Minerals
"Calcium, Ca",mg,--,--,35,58
"Iron, Fe",mg,--,--,2.00,3.33
"Potassium, K",mg,--,--,275,458
"Sodium, Na",mg,--,--,10,17
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.500,2.500
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WHOLE GRAIN OATS, RAISINS (RAISINS, SUNFLOWER OIL), ALMONDS, SUNFLOWER SEEDS, DRIED CRANBERRIES (CRANBERRIES, CANE SUGAR, SUNFLOWER OIL), BROWN RICE CRISPS (RICE FLOUR, RICE BRAN, HONEY), DRIED APPLES, COCONUT AND PUMPKIN SEEDS." Date available: 05/16/2018 Date last updated by company: 05/16/2018
