Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:13 EDT
"Nutrient data for: KELLOGG SPECIAL K CEREAL BARS CHOCOLATE CHERRY 7.38OZ, UNPREPARED, GTIN: 00038000160967"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 Bar = 35.0g",1Value per 100 g,
Proximates
"Water",g,--,--,2.52,7.20
"Protein",g,--,--,7.91,22.60
"Total lipid (fat)",g,--,--,5.14,14.70
"Ash",g,--,--,0.84,2.40
"Carbohydrate, by difference",g,--,--,18.59,53.10
"Fiber, total dietary",g,--,--,3.7,10.6
"Sugars, total",g,--,--,11.65,33.30
Minerals
"Calcium, Ca",mg,--,--,52,149
"Iron, Fe",mg,--,--,1.19,3.40
"Magnesium, Mg",mg,--,--,14,41
"Phosphorus, P",mg,--,--,88,252
"Potassium, K",mg,--,--,86,247
"Sodium, Na",mg,--,--,101,289
"Zinc, Zn",mg,--,--,0.42,1.20
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.011,0.030
"Niacin",mg,--,--,0.595,1.700
"Vitamin B-6",mg,--,--,0.000,0.000
"Folate, total",µg,--,--,0,0
"Vitamin B-12",µg,--,--,0.00,0.00
"Vitamin A, IU",IU,--,--,30,87
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,2.450,7.000
"Fatty acids, total monounsaturated",g,--,--,1.540,4.400
"Fatty acids, total polyunsaturated",g,--,--,0.910,2.600
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,1
Amino Acids
Other
Ingredients
"SOY PROTEIN ISOLATE, SUGAR, SOLUBLE CORN FIBER, PEANUTS, FRUCTOSE, PALM KERNEL AND PALM OIL, ROLLED OATS, SEMISWEET CHOCOLATE CHUNKS (SUGAR, CHOCOLATE, MILKFAT, COCOA BUTTER, SOY LECITHIN, NATURAL FLAVOR, SALT), DRIED CHERRIES (CHERRIES, SUGAR), DEXTROSE, DRIED CRANBERRIES, CONTAINS 2% OR LESS OF COCOA (PROCESSED WITH ALKALI), GLYCERIN, SOYBEANS, SEA SALT, NATURAL FLAVORS, CHERRY JUICE CONCENTRATE, CITRIC ACID, SOY LECITHIN, WHEY, ELDERBERRY JUICE CONCENTRATE FOR COLOR, ROSEMARY EXTRACT FOR FRESHNESS, XANTHAN GUM, WHEAT STARCH." Date available: 08/31/2016 Date last updated by company: 08/31/2016
