Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:48 EDT
"Nutrient data for: PREMIUM NUTRITION BARS, UPC: 812787002005"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BAR = 57.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,230,404
"Protein",g,--,--,18.00,31.58
"Total lipid (fat)",g,--,--,8.00,14.04
"Carbohydrate, by difference",g,--,--,24.00,42.11
"Fiber, total dietary",g,--,--,3.0,5.3
"Sugars, total",g,--,--,16.00,28.07
Minerals
"Calcium, Ca",mg,--,--,60,105
"Iron, Fe",mg,--,--,2.70,4.74
"Magnesium, Mg",mg,--,--,24,42
"Phosphorus, P",mg,--,--,150,263
"Potassium, K",mg,--,--,120,211
"Sodium, Na",mg,--,--,160,281
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.998,1.750
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"BROWN RICE SYRUP, SOY PROTEIN ISOLATE, BEET SYRUP, PEANUTS, SOY NUTS, SOY PROTEIN CRISPS (SOY PROTEIN ISOLATE, TAPIOCA STARCH, SALT), PEANUT FLOUR, SUNFLOWER OIL, CHICORY FIBER, NATURAL FLAVORS, SEA SALT." Date available: 05/14/2018 Date last updated by company: 05/14/2018
