Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:46 EDT
"Nutrient data for: HONEY OAT BRAN BREAD, UPC: 076990003888"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SLICE = 43.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,110,256
"Protein",g,--,--,4.00,9.30
"Total lipid (fat)",g,--,--,1.50,3.49
"Carbohydrate, by difference",g,--,--,20.00,46.51
"Fiber, total dietary",g,--,--,2.0,4.7
"Sugars, total",g,--,--,4.00,9.30
Minerals
"Calcium, Ca",mg,--,--,20,47
"Iron, Fe",mg,--,--,1.44,3.35
"Sodium, Na",mg,--,--,200,465
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,2.4,5.6
"Thiamin",mg,--,--,0.430,1.000
"Riboflavin",mg,--,--,0.170,0.395
"Niacin",mg,--,--,3.000,6.977
"Folate, total",µg,--,--,32,74
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER, COARSE WHOLE WHEAT FLOUR, OAT FLOUR, WHOLE OATS, BROWN SUGAR, HONEY, OAT BRAN, VITAL WHEAT GLUTEN, YEAST, CONTAINS 2% OR LESS OF THE FOLLOWING: SOYBEAN OIL, SALT, YEAST NUTRIENT (AMMONIUM SULFATE), DOUGH CONDITIONERS (CONTAINS ONE OR MORE OF THE FOLLOWING: SODIUM STEAROYL LACTYLATE, ASCORBIC ACID), MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLID ACID, SOY LECITHIN." Date available: 05/26/2018 Date last updated by company: 05/26/2018
