Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:38 EDT
"Nutrient data for: CARROT DESSERT CAKE, UPC: 078742257761"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.031 OF CAKE = 83.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,360,434
"Protein",g,--,--,3.00,3.61
"Total lipid (fat)",g,--,--,18.00,21.69
"Carbohydrate, by difference",g,--,--,49.00,59.04
"Fiber, total dietary",g,--,--,1.0,1.2
"Sugars, total",g,--,--,38.00,45.78
Minerals
"Calcium, Ca",mg,--,--,20,24
"Iron, Fe",mg,--,--,0.72,0.87
"Sodium, Na",mg,--,--,310,373
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,1.2,1.4
"Vitamin A, IU",IU,--,--,400,482
Lipids
"Fatty acids, total saturated",g,--,--,4.997,6.020
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,30,36
Amino Acids
Other
Ingredients
"SUGAR, ENRICHED WHEAT FLOUR BLEACHED (FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SOYBEAN OIL, CREAM CHEESE (PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM), WATER, EGGS, PALM OIL, CARROTS, PINEAPPLE (PINEAPPLE, PINEAPPLE JUICE), DEXTROSE, WALNUTS, CONTAINS 2% OR LESS OF: BETA-CAROTENE (COLOR), CARAMEL COLOR, CINNAMON, CITRIC ACID, CORN SYRUP, CORNSTARCH, DATEM, DEFATTED SOY FLOUR, DRIED CARROTS, EGG WHITES, EGG YOLKS, ENZYMES, GLYCERIN, GUAR GUM, GUM ARABIC, HIGH OLEIC SUNFLOWER AND/OR CANOLA OIL, HYDROGENATED COTTONSEED OIL, INVERT SUGAR, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE), MODIFIED FOOD STARCH, MONO-AND DIGLYCERIDES, NATURAL AND ARTIFICIAL FLAVOR, NONFAT MILK, ORANGE COCOA CONFECTIONERY (SUGAR, COCOA BUTTER, MILK, LACTOSE, SOY LECITHIN, NATURAL FLAVOR, PAPRIKA OLEORESIN [COLOR]), PECANS, POLYGLYCEROL ESTERS OF FATTY ACIDS, POLYSORBATE 60, PRESERVATIVES (POTASSIUM SORBATE, SODIUM PROPIONATE), PROPYLENE GLYCOL ALGINATE, SALT, SOY LECITHIN, WHEAT FLOUR, XANTHAN GUM, YELLOW CORN FLOUR." Date available: 05/05/2018 Date last updated by company: 05/05/2018
