Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:41 EDT
"Nutrient data for: SPARKLING ITALIAN SODA, UPC: 041130387951"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"12.0 OZA = 360.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,151,42
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,38.02,10.56
"Sugars, total",g,--,--,37.01,10.28
"Sugars, added",g,--,--,33.1,9.2
Minerals
"Calcium, Ca",mg,--,--,11,3
"Potassium, K",mg,--,--,40,11
"Sodium, Na",mg,--,--,36,10
Vitamins
Lipids
Amino Acids
Other
Ingredients
"CARBONATED WATER, GRAPEFRUIT JUICE FROM CONCENTRATE, SUGAR, CITRIC ACID, NATURAL FLAVOR, BLACK CARROT JUICE FROM CONCENTRATE (COLOR)." Date available: 05/03/2018 Date last updated by company: 05/03/2018
