Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:55 EDT
"Nutrient data for: ORGANIC CHICKEN BROTH, UPC: 070038640950"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 cup = 240.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,5,2
"Protein",g,--,--,1.01,0.42
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,1.01,0.42
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,1.01,0.42
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,139,58
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ORGANIC CHICKEN STOCK (WATER, CONCENTRATED ORGANIC CHICKEN STOCK), CONTAINS LESS THAN 2% OF ORGANIC CANE SUGAR, ORGANIC FLAVOR, ORGANIC VEGETABLE STOCK (ORGANIC CARROT, ORGANIC ONION, ORGANIC CELERY, SEA SALT), YEAST EXTRACT, SALT, ORGANIC TUMERIC." Date available: 01/19/2018 Date last updated by company: 01/19/2018
