Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:35 EDT
"Nutrient data for: CADBURY MARVELLOUS CREATIONS CHOCOLATE ROCKY ROAD, UNPREPARED, GTIN: 07622210464538"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.0  = 100.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,6.30,6.30
"Total lipid (fat)",g,--,--,27.00,27.00
"Fiber, total dietary",g,--,--,2.1,2.1
"Sugars, total",g,--,--,55.00,55.00
Minerals
Vitamins
Lipids
"Fatty acids, total saturated",g,--,--,16.500,16.500
Amino Acids
Other
Ingredients
"Ingredients: MILK**, sugar, cocoa butter, fructose-glucose syrup, vegetable fats (palm, shea), cocoa mass, WHEAT flour, emulsifiers (E442, E476, sunflower lecithin), humectant (glycerol), strawberry puree, WHEAT fibre, invert sugar syrup, tapioca and maize starch, gelling agent (pectin), acidity regulators (citric acid, malic acid, E452), dextrose, vegetable oils (rapeseed, sunflower), thickener (E407), raising agents (sodium bicarbonate, ammonium bicarbonate), salt, hydrolysed vegetable protein, flavourings, pumpkin concentrate, blackcurrant concentrate, colour (beetroot red), beetroot juice. **The equivalent of 426ml of fresh liquid milk in every 227g of milk chocolate.MILK CHOCOLATE: MILK SOLIDS 20% MINIMUM, ACTUAL 23%.COCOA SOLIDS 20% MINIMUM.CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER..  MAY CONTAIN NUTS, EGG, SOYA." Date available: 11/10/2017 Date last updated by company: 12/08/2016
