Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:50 EDT
"Nutrient data for: MINIATURE DECORATED COOKIES, UPC: 854060001909"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 COOKIE = 25.2g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,140,556
"Protein",g,--,--,1.00,3.97
"Total lipid (fat)",g,--,--,7.00,27.78
"Carbohydrate, by difference",g,--,--,19.00,75.40
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,10.00,39.68
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.72,2.86
"Sodium, Na",mg,--,--,105,417
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,3.500,13.890
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"UNBLEACHED UNBROMATED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANE SUGAR, PALM FRUIT OIL, CAGE-FREE EGGS, VANILLA, WATER, CREAM OF TARTAR, BAKING SODA, CORN STARCH, SALT, TAPIOCA STARCH, DEXTROSE, NATURAL COLORINGS." Date available: 05/14/2018 Date last updated by company: 05/14/2018
