Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:09 EDT
"Nutrient data for: HAMBURGER BUNS, UPC: 713733344098"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BUN = 60.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,160,267
"Protein",g,--,--,5.00,8.33
"Total lipid (fat)",g,--,--,2.00,3.33
"Carbohydrate, by difference",g,--,--,30.00,50.00
"Fiber, total dietary",g,--,--,1.0,1.7
"Fiber, soluble",g,--,--,0.0,0.0
"Fiber, insoluble",g,--,--,1.2,2.0
"Sugars, total",g,--,--,3.00,5.00
"Sugars, added",g,--,--,3.0,5.0
Minerals
"Calcium, Ca",mg,--,--,51,85
"Iron, Fe",mg,--,--,2.00,3.33
"Potassium, K",mg,--,--,50,83
"Sodium, Na",mg,--,--,250,417
Vitamins
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.200,0.333
"Niacin",mg,--,--,2.000,3.333
"Folate, DFE",µg,--,--,128,213
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total monounsaturated",g,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,--,--,0.498,0.830
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ENRICHED FLOUR [UNBLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), NIACIN (VITAMIN B3), FOLIC ACID], WATER, YEAST, HONEY, SOYBEAN OIL, WHEAT GLUTEN, SUGAR, SALT, CALCIUM PROPIONATE (A PRESERVATIVE), YELLOW CORN FLOUR, SPICE OILS (TURMERIC AND ANNATTO), VINEGAR, SODIUM STEAROYL LACTYLATE, CALCIUM SULFATE, MONOGLYCERIDES, ASCORBIC ACID, MODIFIED CORN STARCH, SODIUM ALGINATE, DIGLYCERIDES, POLYSORBATE 60." Date available: 05/14/2018 Date last updated by company: 05/14/2018
