Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:38 EDT
"Nutrient data for: NABISCO TRISCUIT CRACKERS CINNAMON 1X7.600 OZ, UNPREPARED, GTIN: 00044000037840"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.0  = 30.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,2.00,6.67
"Total lipid (fat)",g,--,--,3.00,10.00
"Carbohydrate, by difference",g,--,--,23.00,76.67
"Fiber, total dietary",g,--,--,2.0,6.7
"Sugars, total",g,--,--,3.00,10.00
Minerals
"Calcium, Ca",mg,--,--,15,51
"Iron, Fe",mg,--,--,0.57,1.90
"Phosphorus, P",mg,--,--,86,285
"Potassium, K",mg,--,--,75,250
"Sodium, Na",mg,--,--,40,133
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.2,0.8
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total monounsaturated",g,--,--,0.501,1.670
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"INGREDIENTS: LONG GRAIN BROWN RICE, WHOLE GRAIN WHEAT, VEGETABLE OIL (SOYBEAN OR CANOLA OIL), DRIED SWEET POTATO, SUGAR, CINNAMON, BROWN SUGAR, SEA SALT, NATURAL FLAVOR, YEAST EXTRACT." Date available: 03/09/2018 Date last updated by company: 08/21/2017
