Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:19 EDT
"Nutrient data for: YELLOW CLING SLICED PEACHES IN 100% REAL FRUIT JUICE, UPC: 073934154439"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 cup = 124.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,81,65
"Protein",g,--,--,1.00,0.81
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,19.00,15.32
"Fiber, total dietary",g,--,--,1.0,0.8
"Sugars, total",g,--,--,17.00,13.71
Minerals
"Calcium, Ca",mg,--,--,6,5
"Iron, Fe",mg,--,--,1.00,0.81
"Potassium, K",mg,--,--,153,123
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"PEACHES, WATER, WHITE GRAPE JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, NATURAL FLAVOR, ASCORBIC ACID (VITAMIN C) TO PROTECT COLOR." Date available: 05/04/2018 Date last updated by company: 05/04/2018
