Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:47 EDT
"Nutrient data for: PROTEIN & SUPERFRUIT BAR, UPC: 753656715629"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BAR = 60.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,230,383
"Protein",g,--,--,10.00,16.67
"Total lipid (fat)",g,--,--,9.00,15.00
"Carbohydrate, by difference",g,--,--,30.00,50.00
"Fiber, total dietary",g,--,--,10.0,16.7
"Sugars, total",g,--,--,8.00,13.33
Minerals
"Calcium, Ca",mg,--,--,100,167
"Iron, Fe",mg,--,--,1.44,2.40
"Sodium, Na",mg,--,--,140,233
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,750,1250
Lipids
"Fatty acids, total saturated",g,--,--,1.998,3.330
"Fatty acids, total monounsaturated",g,--,--,4.500,7.500
"Fatty acids, total polyunsaturated",g,--,--,2.502,4.170
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,15,25
Amino Acids
Other
Ingredients
"PROTEIN BLEND (WHEY PROTEIN CONCENTRATE, ORGANIC SUNFLOWER PROTEIN, ORGANIC ALMOND PROTEIN), CHICORY ROOT FIBER, FRUIT BLEND (DATES, APPLE PUREE CONCENTRATE, DRIED CHERRIES, POMEGRANATE POWDER), ALMONDS, WHOLE GRAIN OATS, GLYCERIN, ORGANIC DARK CHOCOLATE (ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC DEXTROSE, ORGANIC VANILLA FLAVOR), BROWN RICE SYRUP, SUNFLOWER OIL, NATURAL FLAVOR, ALKALIZED COCOA POWDER, WATER, CHIA SEEDS, SUNFLOWER LECITHIN, BAKING POWDER (MONOCALCIUM PHOSPHATE, SODIUM BICARBONATE, CORN STARCH), SEA SALT, SUGAR, VITAMIN A PALMITATE." Date available: 06/01/2018 Date last updated by company: 06/01/2018
