Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:59 EDT
"Nutrient data for: BITE SIZE CANDIES, UPC: 040000248729"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.25 CUP) | (ABOUT = 40.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,160,400
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,1.50,3.75
"Carbohydrate, by difference",g,--,--,37.00,92.50
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,30.00,75.00
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,10,25
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.500,3.750
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"SUGAR, CORN SYRUP, HYDROGENATED PALM KERNEL OIL, LESS THAN 2% OF: CITRIC ACID, TAPIOCA DEXTRIN, MODIFIED CORN STARCH, NATURAL AND ARTIFICIAL FLAVORS, COLORS (RED 40 LAKE, TITANIUM DIOXIDE, RED 40, YELLOW 5 LAKE, YELLOW 5, YELLOW 6 LAKE, YELLOW 6, BLUE 2 LAKE, BLUE 1, BLUE 1 LAKE), SODIUM CITRATE, CARNAUBA WAX." Date available: 04/11/2018 Date last updated by company: 04/11/2018
