Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:54 EDT
"Nutrient data for: ALMOND BAR, UPC: 602652184376"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BAR = 45.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,230,511
"Protein",g,--,--,10.00,22.22
"Total lipid (fat)",g,--,--,16.00,35.56
"Carbohydrate, by difference",g,--,--,16.00,35.56
"Fiber, total dietary",g,--,--,3.0,6.7
"Sugars, total",g,--,--,6.00,13.33
"Sugars, added",g,--,--,5.0,11.1
Minerals
"Calcium, Ca",mg,--,--,119,264
"Iron, Fe",mg,--,--,2.00,4.44
"Magnesium, Mg",mg,--,--,98,218
"Phosphorus, P",mg,--,--,181,402
"Sodium, Na",mg,--,--,100,222
"Zinc, Zn",mg,--,--,1.00,2.22
"Copper, Cu",mg,--,--,0.300,0.667
"Manganese, Mn",mg,--,--,0.900,2.000
Vitamins
"Riboflavin",mg,--,--,0.300,0.667
"Niacin",mg,--,--,2.000,4.444
"Vitamin E (alpha-tocopherol)",mg,--,--,5.85,13.00
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.498,3.330
"Fatty acids, total monounsaturated",g,--,--,9.000,20.000
"Fatty acids, total polyunsaturated",g,--,--,4.500,10.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ALMONDS, PUMPKIN SEEDS, GLUCOSE SYRUP, HONEY, PEA PROTEIN ISOLATE, GOCHUJANG SEASONING (GOCHUGARU CHILI, CABBAGE, SPICES, DISTILLED VINEGAR, ONION POWDER, RED BELL PEPPER, GARLIC POWDER, LACTIC ACID, GARLIC OIL, CHILI PEPPER EXTRACT), BLACK SESAME SEEDS, PEA STARCH, RICE FLOUR, SUNFLOWER LECITHIN, CASCABEL CHILI, SEA SALT." Date available: 05/25/2018 Date last updated by company: 05/25/2018
