Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:43 EDT
"Nutrient data for: WAVY CHIPS, UPC: 829515302375"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"38.0 CHIPS | ABOUT = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,130,464
"Protein",g,--,--,1.00,3.57
"Total lipid (fat)",g,--,--,7.00,25.00
"Carbohydrate, by difference",g,--,--,16.00,57.14
"Fiber, total dietary",g,--,--,0.3,0.9
"Sugars, total",g,--,--,1.00,3.57
"Sugars, added",g,--,--,1.0,3.6
Minerals
"Calcium, Ca",mg,--,--,80,286
"Iron, Fe",mg,--,--,1.10,3.93
"Potassium, K",mg,--,--,210,750
"Sodium, Na",mg,--,--,360,1286
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.000,3.570
"Fatty acids, total monounsaturated",g,--,--,4.001,14.290
"Fatty acids, total polyunsaturated",g,--,--,1.999,7.140
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"POTATO FLOUR, POTATO STARCH, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL, SALT, CANE SUGAR, DEHYDRATED SPINACH, DEHYDRATED TOMATO, POTASSIUM CHLORIDE, BEETROOT POWDER (COLOR), TURMERIC (COLOR), SEASONING* (SALT, DEHYDRATED ONION, DEXTROSE, SOUR CREAM [CREAM, NONFAT MILK, CULTURES], EVAPORATED CANE SUGAR, CULTURED NONFAT MILK, YEAST EXTRACT, LACTIC ACID, DEHYDRATED GARLIC, NATURAL FLAVORS, DEHYDRATED PARSLEY, CITRIC ACID)." Date available: 05/07/2018 Date last updated by company: 05/07/2018
