Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:20 EDT
"Nutrient data for: FRESH VEGGIE GRILLERS, UPC: 681131074476"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SKEWER = 217.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,50,23
"Protein",g,--,--,2.99,1.38
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,12.00,5.53
"Fiber, total dietary",g,--,--,3.0,1.4
"Sugars, total",g,--,--,4.99,2.30
Minerals
"Calcium, Ca",mg,--,--,39,18
"Iron, Fe",mg,--,--,0.72,0.33
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,72.0,33.2
"Vitamin A, IU",IU,--,--,1000,461
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ZUCCHINI, YELLOW SQUASH, RED ONIONS, CRIMINI MUSHROOMS, GREEN BELL PEPPERS, RED BELL PEPPERS." Date available: 01/20/2018 Date last updated by company: 01/20/2018
