Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 19:37 EDT
"Nutrient data for: CADBURY CHOCOLATE FIGURE, UNPREPARED, GTIN: 07622300774967"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.0  = 100.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,7.10,7.10
"Total lipid (fat)",g,--,--,28.50,28.50
"Fiber, total dietary",g,--,--,1.8,1.8
"Sugars, total",g,--,--,54.00,54.00
Minerals
Vitamins
Lipids
"Fatty acids, total saturated",g,--,--,17.000,17.000
Amino Acids
Other
Ingredients
"Ingredients: MILK, sugar, cocoa butter, cocoa mass, vegetable fats (palm, shea), rice flour, emulsifiers (E442, E476, E471, SOYA lecithin, sunflower lecithin), concentrated vegetable extracts (safflower, spirulina), salt, flavourings. MILK CHOCOLATE: MILK SOLIDS 20% MINIMUM.COCOA SOLIDS 20% MINIMUM.CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER.. MAY CONTAIN NUTS, WHEAT, EGG, LUPIN." Date available: 11/10/2017 Date last updated by company: 12/07/2016
