Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:03 EDT
"Nutrient data for: FETA CRUMBLED, UPC: 084587009625"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 ONZ = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,65,232
"Protein",g,--,--,6.00,21.43
"Total lipid (fat)",g,--,--,4.00,14.29
"Carbohydrate, by difference",g,--,--,2.00,7.14
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,1.00,3.57
Minerals
"Calcium, Ca",mg,--,--,100,357
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,380,1357
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,200,714
Lipids
"Fatty acids, total saturated",g,--,--,2.500,8.930
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,15,54
Amino Acids
Other
Ingredients
"MADE FROM PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES & POTATO STARCH (ADDED TO PREVENT CAKING), PEPPER BLEND (GREEN & RED JALAPENO PEPPERS, HABANERO PEPPERS, WATER, SALT, VINEGAR, CALCIUM CHLORIDE, POTASSIUM SORBATE, CAPSICUM)." Date available: 05/31/2018 Date last updated by company: 05/31/2018
