Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:56 EDT
"Nutrient data for: GOURMET PIZZA, UPC: 750369041915"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 SLICE = 128.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,270,211
"Protein",g,--,--,16.00,12.50
"Total lipid (fat)",g,--,--,9.00,7.03
"Carbohydrate, by difference",g,--,--,33.00,25.78
"Fiber, total dietary",g,--,--,2.0,1.6
"Sugars, total",g,--,--,2.00,1.56
Minerals
"Calcium, Ca",mg,--,--,250,195
"Iron, Fe",mg,--,--,1.08,0.84
"Sodium, Na",mg,--,--,370,289
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,3.6,2.8
"Vitamin A, IU",IU,--,--,300,234
Lipids
"Fatty acids, total saturated",g,--,--,3.494,2.730
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,26,20
Amino Acids
Other
Ingredients
"CRUST: FLOUR, (WHEAT, MALTED BARLEY), WATER, SOYBEAN OIL, YEAST, SALT, DEXTROSE, LEAVENING (SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE), CALCIUM PROPIONATE (PRESERVATIVE) AND SOY LECITHIN. CHEESE: PASTEURIZED MILK, PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES, CELLULOSE (ANTI-CAKING AGENT). SAUCE: TOMATOES, TOMATO PUREE, (TOMATOES, SALT, CITRIC ACID), PARMESAN CHEESE (CULTURED PART SKIM COW'S MILK, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), OREGANO, SALT, PEPPER. CHICKEN SAUSAGE: CHICKEN, WATER, SALT, SUGAR, NATURAL SPICES, PAPRIKA." Date available: 05/14/2018 Date last updated by company: 05/14/2018
