Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:24 EDT
"Nutrient data for: AGAVE SWEET APPLE CRISP GRANOLA, UPC: 829364012494"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 ONZ = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,120,429
"Protein",g,--,--,3.00,10.71
"Total lipid (fat)",g,--,--,7.00,25.00
"Carbohydrate, by difference",g,--,--,15.00,53.57
"Fiber, total dietary",g,--,--,2.0,7.1
"Sugars, total",g,--,--,5.00,17.86
Minerals
"Calcium, Ca",mg,--,--,20,71
"Iron, Fe",mg,--,--,1.08,3.86
"Sodium, Na",mg,--,--,35,125
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.000,3.570
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"OATS, AGAVE SYRUP, OAT BRAN, CANOLA OIL, CASHEWS, ALMONDS, APPLE JUICE CONCENTRATE, PEPITAS, DICED APPLES (SULFUR DIOXIDE [A PRESERVATIVE]) COCONUT, VANILLA EXTRACT, SOICES, SALT." Date available: 07/14/2017 Date last updated by company: 07/14/2017
