Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:48 EDT
"Nutrient data for: 150/200 GULF PUD SHRIMP, UNPREPARED, GTIN: 00075391957264"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"4.0 oz = 112.0g",1Value per 100 g,
Proximates
"Protein",g,--,--,23.00,20.54
"Total lipid (fat)",g,--,--,2.00,1.79
"Carbohydrate, by difference",g,--,--,1.00,0.89
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,90,80
"Iron, Fe",mg,--,--,2.00,1.79
"Potassium, K",mg,--,--,90,80
"Sodium, Na",mg,--,--,170,152
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total monounsaturated",g,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,170,152
Amino Acids
Other
Ingredients
"Shrimp, water, sodium bisulfite (preservative)" Date available: 04/19/2018 Date last updated by company: 04/19/2018
