Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:13 EDT
"Nutrient data for: PEANUT BUTTER CUPS, UPC: 03444009"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 PACKAGE = 42.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,210,500
"Protein",g,--,--,5.00,11.90
"Total lipid (fat)",g,--,--,12.00,28.57
"Carbohydrate, by difference",g,--,--,24.00,57.14
"Fiber, total dietary",g,--,--,2.0,4.8
"Sugars, total",g,--,--,22.00,52.38
"Sugars, added",g,--,--,20.0,47.6
Minerals
"Calcium, Ca",mg,--,--,40,95
"Iron, Fe",mg,--,--,1.08,2.57
"Sodium, Na",mg,--,--,150,357
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,4.498,10.710
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,5,12
Amino Acids
Other
Ingredients
"MILK CHOCOLATE [SUGAR; COCOA BUTTER; CHOCOLATE; SKIM MILK; MILK FAT; LACTOSE; LECITHIN (SOY); PGPR]; PEANUTS; SUGAR; DEXTROSE; SALT; TBHQ AND CITRIC ACID, TO MAINTAIN FRESHNESS." Date available: 01/19/2018 Date last updated by company: 01/19/2018
