Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:41 EDT
"Nutrient data for: MEAL KIT, UPC: 851207008111"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"574.0 GRM = 574.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,677,118
"Protein",g,--,--,59.98,10.45
"Total lipid (fat)",g,--,--,21.98,3.83
"Carbohydrate, by difference",g,--,--,57.00,9.93
"Fiber, total dietary",g,--,--,5.7,1.0
"Sugars, total",g,--,--,12.97,2.26
Minerals
"Calcium, Ca",mg,--,--,545,95
"Iron, Fe",mg,--,--,6.03,1.05
"Potassium, K",mg,--,--,1343,234
"Sodium, Na",mg,--,--,448,78
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,11.997,2.090
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,178,31
Amino Acids
Other
Ingredients
"POTATOES, CHICKEN BREASTS, LEMON, ASPARAGUS, SOUR CREAM (CULTURED CREAM (CONTAINS LESS THAN 2% OF: WHEY, FOOD STARCH-MODIFIED (CORN), SODIUM TRIPOLYPHOSPHATE, GUAR GUM, CARRAGEENAN, CALCIUM SULFATE, LOCUST BEAN GUM, POTASSIUM SORBATE (A PRESERVATIVE), PARMESAN CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES, POWDERED CELLULOSE (TO PREVENT CAKING), KALE, SUN DRIED TOMATOES (SUN-DRIED TOMATOES, SALT, SULFUR DIOXIDE (AS A PRESERVATIVE), GLUCOSE, CITRIC ACID), BUTTER (PASTEURIZED ORGANIC SWEET CREAM (MILK), SALT), GARLIC." Date available: 05/14/2018 Date last updated by company: 05/14/2018
