Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:09 EDT
"Nutrient data for: GRILLING MARINADE & SIMMER SAUCE, UPC: 810264021419"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 tsp = 18.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,25,139
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,5.00,27.78
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,4.00,22.22
Minerals
"Calcium, Ca",mg,--,--,0,0
"Iron, Fe",mg,--,--,0.00,0.00
"Sodium, Na",mg,--,--,190,1056
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER, BROWN SUGAR, SOY SAUCE (WATER, SOYBEANS, SALT, SODIUM BENZOATE), RICE VINEGAR, APPLE JUICE CONCENTRATE, RICE STARCH, GARLIC, PRUNE JUICE CONCENTRATE, ONION, SHERRY WINE, YEAST EXTRACT (YEAST EXTRACT, NATURAL FLAVOR, SALT), SESAME OIL, GINGER, CILANTRO, CELERY SALT, LEMONGRASS, CHILIES, SESAME SEED." Date available: 09/26/2017 Date last updated by company: 09/26/2017
