Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 18:17 EDT
"Nutrient data for: GOYA, YUCCA AREPAS FILLED WITH CHEESE, UPC: 041331090070"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"87.5 GRM = 87.5g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,200,229
"Protein",g,--,--,7.90,9.03
"Total lipid (fat)",g,--,--,6.10,6.97
"Carbohydrate, by difference",g,--,--,28.00,32.00
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,50,57
"Iron, Fe",mg,--,--,0.72,0.82
"Sodium, Na",mg,--,--,760,869
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,250,286
Lipids
"Fatty acids, total saturated",g,--,--,0.997,1.140
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,12,14
Amino Acids
Other
Ingredients
"WHITE CORN 42%, MOZARELLA CHEESE 19% (PASTEURIZED MILK, RENNET, CALCIUM CHLORIDE AND SODIUM CHLORIDE), YUCCA STARCH 11%, MARGARINE, SUGAR, POTASSIUM SORBATE AS A PRESERVATIVE E-202." Date available: 07/14/2017 Date last updated by company: 07/14/2017
