Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:50 EDT
"Nutrient data for: CHOPPED HAZELNUTS, UPC: 079893403489"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 cup = 30.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,190,633
"Protein",g,--,--,4.00,13.33
"Total lipid (fat)",g,--,--,18.00,60.00
"Carbohydrate, by difference",g,--,--,5.00,16.67
"Fiber, total dietary",g,--,--,3.0,10.0
"Sugars, total",g,--,--,1.00,3.33
Minerals
"Calcium, Ca",mg,--,--,34,113
"Iron, Fe",mg,--,--,1.40,4.67
"Potassium, K",mg,--,--,204,680
"Sodium, Na",mg,--,--,0,0
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,1.500,5.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"HAZELNUTS." Date available: 04/10/2018 Date last updated by company: 04/10/2018
