Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:37 EDT
"Nutrient data for: CHILI BEANS, UPC: 842798103002"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 cup = 130.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,120,92
"Protein",g,--,--,6.01,4.62
"Total lipid (fat)",g,--,--,1.00,0.77
"Carbohydrate, by difference",g,--,--,21.00,16.15
"Fiber, total dietary",g,--,--,6.0,4.6
"Sugars, total",g,--,--,3.00,2.31
"Sugars, added",g,--,--,1.9,1.5
Minerals
"Iron, Fe",mg,--,--,2.00,1.54
"Sodium, Na",mg,--,--,460,354
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"PREPARED BEANS, WATER, SEASONING BLEND (CHILI PEPPER, PAPRIKA, SPICES, MALTODEXTRIN, DEXTROSE, TORULA YEAST, ONION, TRICALCIUM PHOSPHATE, GARLIC AND NATURAL FLAVORS), SALT, SUGAR, TOMATO PASTE, SOYBEAN OIL AND CORN SYRUP." Date available: 05/14/2018 Date last updated by company: 05/14/2018
