Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:46 EDT
"Nutrient data for: COLD-PRESSED COMPLETE PROBIOTIC FRUIT JUICE SMOOTHIE, UPC: 762357464446"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 BOTTLE = 325.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,221,68
"Protein",g,--,--,13.00,4.00
"Total lipid (fat)",g,--,--,2.99,0.92
"Carbohydrate, by difference",g,--,--,35.00,10.77
"Fiber, total dietary",g,--,--,7.2,2.2
"Sugars, total",g,--,--,28.01,8.62
Minerals
"Calcium, Ca",mg,--,--,150,46
"Iron, Fe",mg,--,--,2.99,0.92
"Magnesium, Mg",mg,--,--,98,30
"Phosphorus, P",mg,--,--,270,83
"Potassium, K",mg,--,--,627,193
"Sodium, Na",mg,--,--,46,14
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,70.8,21.8
"Thiamin",mg,--,--,0.000,0.000
"Riboflavin",mg,--,--,0.201,0.062
"Vitamin B-6",mg,--,--,0.201,0.062
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,2.015,0.620
"Fatty acids, total monounsaturated",g,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,--,--,0.487,0.150
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"*COCONUTMILK (FILTERED WATER, *COCONUT PUREE), *STRAWBERRY PUREE, *ORANGE JUICE, *APPLE JUICE, *DATES, *PLANT-BASED PROTEIN BLEND (*PEA, *PUMPKIN, *CHIA, *BROWN RICE), *ACEROLA CHERRY PUREE, *LEMON JUICE, *ACACIA FIBER, *BEET JUICE, *OAT BRAN, *VANILLA EXTRACT, *QUILLAIA EXTRACT, BACILLUS COAGULANS GBI-30 6086." Date available: 05/25/2018 Date last updated by company: 05/25/2018
