Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 22:37 EDT
"Nutrient data for: NO HO HOT SAUCE, UPC: 040232664748"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"1 tsp = 5.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,0,0
"Protein",g,--,--,0.00,0.00
"Total lipid (fat)",g,--,--,0.00,0.00
"Carbohydrate, by difference",g,--,--,0.00,0.00
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,1,20
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,6,120
"Sodium, Na",mg,--,--,85,1700
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"SERRANO PEPPER MASH (SERRANO PEPPERS, SALT), WATER, DISTILLED VINEGAR, CANE SUGAR, SALT, MANGO PUREE CONCENTRATE, NATURAL FLAVOR, XANTHAN GUM." Date available: 05/14/2018 Date last updated by company: 05/14/2018
