Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:57 EDT
"Nutrient data for: SOUTHWEST TRAIL, UPC: 095248749422"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"0.25 cup = 32.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,180,562
"Protein",g,--,--,5.00,15.62
"Total lipid (fat)",g,--,--,13.00,40.62
"Carbohydrate, by difference",g,--,--,11.00,34.38
"Fiber, total dietary",g,--,--,2.0,6.2
"Sugars, total",g,--,--,1.00,3.12
Minerals
"Calcium, Ca",mg,--,--,40,125
"Iron, Fe",mg,--,--,1.08,3.38
"Sodium, Na",mg,--,--,220,688
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,2.000,6.250
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"PEANUTS, JALAPENO CHEDDAR SESAME STICKS (ENRICHED WHEAT FLOUR [UNBLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON (REDUCED IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], SOYBEAN OIL, SESAME SEEDS, BULGUR WHEAT, CHEDDAR & JALAPENO SEASONING [WHEY, MALTODEXTRIN, CHEDDAR CHEESE POWDER (CHEDDAR CHEESE [MILK, CHEESE CULTURES, SALT, ENZYMES], WHEY, BUTTERMILK, DISODIUM PHOSPHATE), SALT, DEXTROSE, ONION POWDER, VINEGAR POWDER (MALTODEXTRIN, WHITE VINEGAR), SPICES, JALAPENO PEPPER, YEAST EXTRACT, NATURAL FLAVORS, GARLIC POWDER, EXTRACTIVES OF ANNATTO], SALT, BEET POWDER [COLOR], TURMERIC [COLOR]), TOASTED CORN (CORN, CORN OIL, SALT), SUNFLOWER KERNELS, PEPITAS, PEANUT OIL, SALT, SPICES." Date available: 11/04/2017 Date last updated by company: 11/04/2017
