Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 17:54 EDT
"Nutrient data for: CHIAO KUO, COCONUT MILK DRINK, UPC: 4710336101239"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"250.0 MLT = 250.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,118,47
"Protein",g,--,--,0.80,0.32
"Total lipid (fat)",g,--,--,2.50,1.00
"Carbohydrate, by difference",g,--,--,22.80,9.12
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,19.80,7.92
Minerals
"Calcium, Ca",mg,--,--,10,4
"Iron, Fe",mg,--,--,0.17,0.07
"Sodium, Na",mg,--,--,50,20
Vitamins
"Vitamin C, total ascorbic acid",mg,--,--,0.0,0.0
"Vitamin A, IU",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,2.300,0.920
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"WATER 89.605%, SUGAR 8.25%, COCONUT MILK 1.275%, MILK POWDER 0.5%, EMULSIFIER AND STABILIZERS 0.25%, ANTIOXIDANTS (SODIUM ERYTHORBATE) 0.05%, FLAVOR 0.07%." Date available: 01/20/2018 Date last updated by company: 01/20/2018
