Source: USDA Branded Food Products Database Release July 2018 Software v.3.9.5 2018-08-15
Report Run at: August 19 2018 20:54 EDT
"Nutrient data for: CAESAR CROUTONS, UPC: 07203670992"
Food Group:  Branded Food Products Database
Common Name:

Nutrient,Unit,Data points,Std. Error,"2.0 Tbsp = 7.0g",1Value per 100 g,
Proximates
"Energy",kcal,--,--,30,429
"Protein",g,--,--,1.00,14.29
"Total lipid (fat)",g,--,--,1.00,14.29
"Carbohydrate, by difference",g,--,--,5.00,71.43
"Fiber, total dietary",g,--,--,0.0,0.0
"Sugars, total",g,--,--,0.00,0.00
Minerals
"Calcium, Ca",mg,--,--,3,43
"Iron, Fe",mg,--,--,0.00,0.00
"Potassium, K",mg,--,--,9,129
"Sodium, Na",mg,--,--,80,1143
Vitamins
"Vitamin D",IU,--,--,0,0
Lipids
"Fatty acids, total saturated",g,--,--,0.000,0.000
"Fatty acids, total trans",g,--,--,0.000,0.000
"Cholesterol",mg,--,--,0,0
Amino Acids
Other
Ingredients
"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA AND/OR SUNFLOWER OIL (WITH ROSEMARY EXTRACT AND ASCORBIC ACID [TO PRESERVE FRESHNESS]), YEAST, SALT, SUGAR, 2% OR LESS OF MALTODEXTRIN, GARLIC POWDER, WHEY, PARMESAN CHEESE (PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), ONION POWDER, SPICES, DEHYDRATED PARSLEY, TORULA YEAST, CULTURED WHEY, CITRIC ACID, NATURAL FLAVORS, CREAM, EXTRACTIVE OF ANNATTO (COLOR), TURMERIC (COLOR), ENZYMES, ASCORBIC ACID." Date available: 05/03/2018 Date last updated by company: 05/03/2018
